Country,CountryCode,Name,Sport,Sport-short,Event,Medal
Turkey,TUR,HEKIMOGLU Bahattin,Archery,ARC,Men's Individual - W1,Bronze Medal
People's Republic of China,CHN,AI Xinliang,Archery,ARC,Men's Individual Compound - Open,Bronze Medal
India,IND,SINGH Harvinder,Archery,ARC,Men's Individual Recurve - Open,Bronze Medal
Great Britain,GBR,RUMARY Victoria,Archery,ARC,Women's Individual - W1,Bronze Medal
Italy,ITA,VIRGILIO Maria Andrea,Archery,ARC,Women's Individual Compound - Open,Bronze Medal
People's Republic of China,CHN,WU Chunyan,Archery,ARC,Women's Individual Recurve - Open,Bronze Medal
RPC,RPC,KRUTOVA Elena,Archery,ARC,Mixed Team - W1,Bronze Medal
RPC,RPC,LEONOV Aleksei,Archery,ARC,Mixed Team - W1,Bronze Medal
RPC,RPC,ARTAKHINOVA Stepanida,Archery,ARC,Mixed Team Compound - Open,Bronze Medal
RPC,RPC,SHIGAEV Bair,Archery,ARC,Mixed Team Compound - Open,Bronze Medal
People's Republic of China,CHN,WU Chunyan,Archery,ARC,Mixed Team Recurve - Open,Bronze Medal
People's Republic of China,CHN,ZHAO Lixue,Archery,ARC,Mixed Team Recurve - Open,Bronze Medal
People's Republic of China,CHN,DI Dongdong,Athletics,ATH,Men's 100m - T11,Bronze Medal
RPC,RPC,TARASOV Roman,Athletics,ATH,Men's 100m - T12,Bronze Medal
Colombia,COL,MINA APONZA Jean Carlos,Athletics,ATH,Men's 100m - T13,Bronze Medal
Great Britain,GBR,JENKINS Harri,Athletics,ATH,Men's 100m - T33,Bronze Medal
United Arab Emirates,UAE,ALHAMMADI Mohamed,Athletics,ATH,Men's 100m - T34,Bronze Medal
RPC,RPC,KALASHIAN Artem,Athletics,ATH,Men's 100m - T35,Bronze Medal
Argentina,ARG,CHAVEZ Alexis Sebastian,Athletics,ATH,Men's 100m - T36,Bronze Medal
Indonesia,INA,PURNOMO Saptoyoga,Athletics,ATH,Men's 100m - T37,Bronze Medal
Australia,AUS,O'HANLON Evan,Athletics,ATH,Men's 100m - T38,Bronze Medal
Brazil,BRA,JUNIOR Washington,Athletics,ATH,Men's 100m - T47,Bronze Medal
Belgium,BEL,HABSCH Roger,Athletics,ATH,Men's 100m - T51,Bronze Medal
Mexico,MEX,PEREZ JUAREZ Leonardo de Jesus,Athletics,ATH,Men's 100m - T52,Bronze Medal
Saudi Arabia,KSA,ALQURASHI Adbulrahman,Athletics,ATH,Men's 100m - T53,Bronze Medal
Mexico,MEX,CERVANTES GARCIA Juan Pablo,Athletics,ATH,Men's 100m - T54,Bronze Medal
Germany,GER,SCHAEFER Leon,Athletics,ATH,Men's 100m - T63,Bronze Medal
Germany,GER,FLOORS Johannes,Athletics,ATH,Men's 100m - T64,Bronze Medal
Great Britain,GBR,PEACOCK Jonnie,Athletics,ATH,Men's 100m - T64,Bronze Medal
RPC,RPC,RUDAKOV Fedor,Athletics,ATH,Men's 1500m - T11,Bronze Medal
Australia,AUS,CLIFFORD Jaryd,Athletics,ATH,Men's 1500m - T13,Bronze Medal
Italy,ITA,DIENG Ndiaga,Athletics,ATH,Men's 1500m - T20,Bronze Medal
Australia,AUS,KENZIE Deon,Athletics,ATH,Men's 1500m - T38,Bronze Medal
Uganda,UGA,EMONG David,Athletics,ATH,Men's 1500m - T46,Bronze Medal
Japan,JPN,UEYONABARU Hirokazu,Athletics,ATH,Men's 1500m - T52,Bronze Medal
Thailand,THA,KHONGRAK Putharet,Athletics,ATH,Men's 1500m - T54,Bronze Medal
RPC,RPC,KALASHIAN Artem,Athletics,ATH,Men's 200m - T35,Bronze Medal
Brazil,BRA,GOMES de MENDONCA Ricardo,Athletics,ATH,Men's 200m - T37,Bronze Medal
Belgium,BEL,HABSCH Roger,Athletics,ATH,Men's 200m - T51,Bronze Medal
Germany,GER,LACIN Ali,Athletics,ATH,Men's 200m - T61,Bronze Medal
United States of America,USA,WALLACE Jarryd,Athletics,ATH,Men's 200m - T64,Bronze Medal
France,FRA,MAKUNDA Gauthier,Athletics,ATH,Men's 400m - T11,Bronze Medal
Tunisia,TUN,JEBABLI Rouay,Athletics,ATH,Men's 400m - T12,Bronze Medal
Namibia,NAM,NAMBALA Johannes,Athletics,ATH,Men's 400m - T13,Bronze Medal
Great Britain,GBR,BLANGO Columba,Athletics,ATH,Men's 400m - T20,Bronze Medal
New Zealand,NZL,STEDMAN William,Athletics,ATH,Men's 400m - T36,Bronze Medal
RPC,RPC,KOBESOV Chermen,Athletics,ATH,Men's 400m - T37,Bronze Medal
Canada,CAN,GINGRAS Zachary,Athletics,ATH,Men's 400m - T38,Bronze Medal
Brazil,BRA,FERREIRA dos SANTOS Petrucio,Athletics,ATH,Men's 400m - T47,Bronze Medal
Japan,JPN,UEYONABARU Hirokazu,Athletics,ATH,Men's 400m - T52,Bronze Medal
RPC,RPC,GRITSENKO Vitalii,Athletics,ATH,Men's 400m - T53,Bronze Medal
People's Republic of China,CHN,DAI Yunqiang,Athletics,ATH,Men's 400m - T54,Bronze Medal
United States of America,USA,WOODHALL Hunter,Athletics,ATH,Men's 400m - T62,Bronze Medal
Japan,JPN,WADA Shinya,Athletics,ATH,Men's 5000m - T11,Bronze Medal
RPC,RPC,KOSTIN Aleksandr,Athletics,ATH,Men's 5000m - T13,Bronze Medal
Thailand,THA,KHONGRAK Putharet,Athletics,ATH,Men's 5000m - T54,Bronze Medal
People's Republic of China,CHN,WANG Yang,Athletics,ATH,Men's 800m - T34,Bronze Medal
France,FRA,FAIRBANK Pierre,Athletics,ATH,Men's 800m - T53,Bronze Medal
Thailand,THA,KONJEN Saichon,Athletics,ATH,Men's 800m - T54,Bronze Medal
Algeria,ALG,FERHAH Walid,Athletics,ATH,Men's Club Throw - F32,Bronze Medal
Slovakia,SVK,KUREJA Marian,Athletics,ATH,Men's Club Throw - F51,Bronze Medal
Italy,ITA,TAPIA Oney,Athletics,ATH,Men's Discus Throw - F11,Bronze Medal
Brazil,BRA,TEIXEIRA de SOUZA SILVA Joao Victor,Athletics,ATH,Men's Discus Throw - F37,Bronze Medal
Latvia,LAT,APINIS Aigars,Athletics,ATH,Men's Discus Throw - F52,Bronze Medal
Cuba,CUB,DIAZ ALDANA Leonardo,Athletics,ATH,Men's Discus Throw - F56,Bronze Medal
Great Britain,GBR,GREAVES Dan,Athletics,ATH,Men's Discus Throw - F64,Bronze Medal
India,IND,KUMAR Sharad,Athletics,ATH,Men's High Jump - T63,Bronze Medal
Poland,POL,LEPIATO Maciej,Athletics,ATH,Men's High Jump - T64,Bronze Medal
Spain,ESP,CABRERA LLACER Hector,Athletics,ATH,Men's Javelin Throw - F13,Bronze Medal
Colombia,COL,MENESES MEDINA Diego Fernando,Athletics,ATH,Men's Javelin Throw - F34,Bronze Medal
Colombia,COL,LUCUMI VILLEGAS Luis Fernando,Athletics,ATH,Men's Javelin Throw - F38,Bronze Medal
Iraq,IRQ,NUKHAILAWI Wildan,Athletics,ATH,Men's Javelin Throw - F41,Bronze Medal
India,IND,GURJAR Sundar Singh,Athletics,ATH,Men's Javelin Throw - F46,Bronze Medal
United States of America,USA,PHONGSAVANH Justin,Athletics,ATH,Men's Javelin Throw - F54,Bronze Medal
Brazil,BRA,LINS NOBRE Cicero Valdiran,Athletics,ATH,Men's Javelin Throw - F57,Bronze Medal
Sri Lanka,SRI,KODITHUWAKKU Dulan,Athletics,ATH,Men's Javelin Throw - F64,Bronze Medal
France,FRA,PALLIER Ronan,Athletics,ATH,Men's Long Jump - T11,Bronze Medal
Azerbaijan,AZE,NAJAFZADE Said,Athletics,ATH,Men's Long Jump - T12,Bronze Medal
United States of America,USA,JEAN-PAUL Isaac,Athletics,ATH,Men's Long Jump - T13,Bronze Medal
Australia,AUS,HUM Nicholas,Athletics,ATH,Men's Long Jump - T20,Bronze Medal
Ukraine,UKR,PAVLYK Roman,Athletics,ATH,Men's Long Jump - T36,Bronze Medal
Brazil,BRA,EVANGELISTA CARDOSO Mateus,Athletics,ATH,Men's Long Jump - T37,Bronze Medal
Colombia,COL,LEMOS RIVAS Jose Gregorio,Athletics,ATH,Men's Long Jump - T38,Bronze Medal
RPC,RPC,KOTUKOV Nikita,Athletics,ATH,Men's Long Jump - T47,Bronze Medal
Denmark,DEN,WAGNER Daniel,Athletics,ATH,Men's Long Jump - T63,Bronze Medal
United States of America,USA,MERRILL Trenten,Athletics,ATH,Men's Long Jump - T64,Bronze Medal
Japan,JPN,HORIKOSHI Tadashi,Athletics,ATH,Men's Marathon - T12,Bronze Medal
Japan,JPN,NAGATA Tsutomu,Athletics,ATH,Men's Marathon - T46,Bronze Medal
United States of America,USA,ROMANCHUK Daniel,Athletics,ATH,Men's Marathon - T54,Bronze Medal
Italy,ITA,TAPIA Oney,Athletics,ATH,Men's Shot Put - F11,Bronze Medal
Uzbekistan,UZB,SULTONOV Elbek,Athletics,ATH,Men's Shot Put - F12,Bronze Medal
Greece,GRE,NIKOLAIDIS Efstratios,Athletics,ATH,Men's Shot Put - F20,Bronze Medal
Oman,OMA,AL MASHAYKHI Mohammed,Athletics,ATH,Men's Shot Put - F32,Bronze Medal
Croatia,CRO,CERNI Deni,Athletics,ATH,Men's Shot Put - F33,Bronze Medal
Qatar,QAT,FIQI Abdulrahman Abdulqadir,Athletics,ATH,Men's Shot Put - F34,Bronze Medal
People's Republic of China,CHN,FU Xinhan,Athletics,ATH,Men's Shot Put - F35,Bronze Medal
Germany,GER,DIETZ Sebastian,Athletics,ATH,Men's Shot Put - F36,Bronze Medal
Brazil,BRA,TEIXEIRA de SOUZA SILVA Joao Victor,Athletics,ATH,Men's Shot Put - F37,Bronze Medal
Portugal,POR,MONTEIRO Miguel,Athletics,ATH,Men's Shot Put - F40,Bronze Medal
Germany,GER,KAPPEL Niko,Athletics,ATH,Men's Shot Put - F41,Bronze Medal
United States of America,USA,CINNAMO Joshua,Athletics,ATH,Men's Shot Put - F46,Bronze Medal
Czech Republic,CZE,KISY Ales,Athletics,ATH,Men's Shot Put - F53,Bronze Medal
Poland,POL,STOLTMAN Lech,Athletics,ATH,Men's Shot Put - F55,Bronze Medal
Brazil,BRA,PAULINO dos SANTOS Thiago,Athletics,ATH,Men's Shot Put - F57,Bronze Medal
Kuwait,KUW,SOROUR Faisal,Athletics,ATH,Men's Shot Put - F63,Bronze Medal
People's Republic of China,CHN,LIANG Yanfen,Athletics,ATH,Women's 100m - T12,Bronze Medal
United States of America,USA,CROSBY Kym,Athletics,ATH,Women's 100m - T13,Bronze Medal
Australia,AUS,LAMBIRD Robyn,Athletics,ATH,Women's 100m - T34,Bronze Medal
Great Britain,GBR,LYLE Maria,Athletics,ATH,Women's 100m - T35,Bronze Medal
New Zealand,NZL,AITCHISON Danielle,Athletics,ATH,Women's 100m - T36,Bronze Medal
People's Republic of China,CHN,JIANG Fenfen,Athletics,ATH,Women's 100m - T37,Bronze Medal
Germany,GER,AVE Lindy,Athletics,ATH,Women's 100m - T38,Bronze Medal
United States of America,USA,YOUNG Deja,Athletics,ATH,Women's 100m - T47,Bronze Medal
Great Britain,GBR,KINGHORN Samantha,Athletics,ATH,Women's 100m - T53,Bronze Medal
United States of America,USA,MADSEN Cheri,Athletics,ATH,Women's 100m - T54,Bronze Medal
Italy,ITA,CONTRAFATTO Monica Graziana,Athletics,ATH,Women's 100m - T63,Bronze Medal
Canada,CAN,PAPACONSTANTINOU Marissa,Athletics,ATH,Women's 100m - T64,Bronze Medal
Kenya,KEN,KOECH Nancy Chelangat,Athletics,ATH,Women's 1500m - T11,Bronze Medal
Tunisia,TUN,BOUSAID Somaya,Athletics,ATH,Women's 1500m - T13,Bronze Medal
Great Britain,GBR,TAUNTON Hannah,Athletics,ATH,Women's 1500m - T20,Bronze Medal
Australia,AUS,de ROZARIO Madison,Athletics,ATH,Women's 1500m - T54,Bronze Medal
Brazil,BRA,GEBER dos SANTOS Jerusa,Athletics,ATH,Women's 200m - T11,Bronze Medal
RPC,RPC,KULINICH-SOROKINA Anna,Athletics,ATH,Women's 200m - T12,Bronze Medal
Great Britain,GBR,LYLE Maria,Athletics,ATH,Women's 200m - T35,Bronze Medal
Argentina,ARG,MARTINEZ Yanina Andrea,Athletics,ATH,Women's 200m - T36,Bronze Medal
France,FRA,FRANCOIS-ELIE Mandy,Athletics,ATH,Women's 200m - T37,Bronze Medal
Poland,POL,JEROMIN Alicja,Athletics,ATH,Women's 200m - T47,Bronze Medal
Netherlands,NED,ALKEMADE Kimberly,Athletics,ATH,Women's 200m - T64,Bronze Medal
Colombia,COL,PABON MAMIAN Angie Lizeth,Athletics,ATH,Women's 400m - T11,Bronze Medal
Venezuela,VEN,PEREZ LOPEZ Alejandra Paola,Athletics,ATH,Women's 400m - T12,Bronze Medal
United States of America,USA,CROSBY Kym,Athletics,ATH,Women's 400m - T13,Bronze Medal
Brazil,BRA,FELIX BARBOSA da SILVA Jardenia,Athletics,ATH,Women's 400m - T20,Bronze Medal
South Africa,RSA,JAMES Sheryl,Athletics,ATH,Women's 400m - T37,Bronze Medal
Colombia,COL,JIMENEZ SANCHEZ Darian Faisury,Athletics,ATH,Women's 400m - T38,Bronze Medal
RPC,RPC,SOLOVEVA Anastasiia,Athletics,ATH,Women's 400m - T47,Bronze Medal
People's Republic of China,CHN,ZHOU Hongzhuan,Athletics,ATH,Women's 400m - T53,Bronze Medal
People's Republic of China,CHN,ZHOU Zhaoqian,Athletics,ATH,Women's 400m - T54,Bronze Medal
United States of America,USA,McFADDEN Tatyana,Athletics,ATH,Women's 5000m - T54,Bronze Medal
United States of America,USA,HALKO Alexa,Athletics,ATH,Women's 800m - T34,Bronze Medal
Switzerland,SUI,DEBRUNNER Catherine,Athletics,ATH,Women's 800m - T53,Bronze Medal
United States of America,USA,SCARONI Susannah,Athletics,ATH,Women's 800m - T54,Bronze Medal
Algeria,ALG,GASMI Mounia,Athletics,ATH,Women's Club Throw - F32,Bronze Medal
RPC,RPC,GORLOVA Elena,Athletics,ATH,Women's Club Throw - F51,Bronze Medal
Colombia,COL,RESTREPO MUNOZ Yesenia Maria,Athletics,ATH,Women's Discus Throw - F11,Bronze Medal
Mexico,MEX,CASTRO CASTRO Rosa Carolina,Athletics,ATH,Women's Discus Throw - F38,Bronze Medal
Morocco,MAR,EL GARAA Hayat,Athletics,ATH,Women's Discus Throw - F41,Bronze Medal
Ukraine,UKR,OVSII Zoia,Athletics,ATH,Women's Discus Throw - F53,Bronze Medal
Mexico,MEX,GUERRERO CAZARES Rosa Maria,Athletics,ATH,Women's Discus Throw - F55,Bronze Medal
Brazil,BRA,da SILVA Julyana Cristina,Athletics,ATH,Women's Discus Throw - F57,Bronze Medal
Australia,AUS,EDMISTON Sarah,Athletics,ATH,Women's Discus Throw - F64,Bronze Medal
Belarus,BLR,PIATRENKA Lizaveta,Athletics,ATH,Women's Javelin Throw - F13,Bronze Medal
Finland,FIN,HEIKKINEN Marjaana,Athletics,ATH,Women's Javelin Throw - F34,Bronze Medal
Great Britain,GBR,ARNOLD Hollie,Athletics,ATH,Women's Javelin Throw - F46,Bronze Medal
People's Republic of China,CHN,YANG Liwan,Athletics,ATH,Women's Javelin Throw - F54,Bronze Medal
Latvia,LAT,DADZITE Diana,Athletics,ATH,Women's Javelin Throw - F56,Bronze Medal
Ukraine,UKR,PAVLENKO Yuliia,Athletics,ATH,Women's Long Jump - T11,Bronze Medal
Algeria,ALG,HAMRI Lynda,Athletics,ATH,Women's Long Jump - T12,Bronze Medal
Croatia,CRO,RISTOSKI Mikela,Athletics,ATH,Women's Long Jump - T20,Bronze Medal
RPC,RPC,SAPOZHNIKOVA Anna,Athletics,ATH,Women's Long Jump - T37,Bronze Medal
Great Britain,GBR,BREEN Olivia,Athletics,ATH,Women's Long Jump - T38,Bronze Medal
Ecuador,ECU,RODRIGUEZ Kiara,Athletics,ATH,Women's Long Jump - T47,Bronze Medal
Switzerland,SUI,KRATTER Elena,Athletics,ATH,Women's Long Jump - T63,Bronze Medal
Netherlands,NED,van GANSEWINKEL Marlene,Athletics,ATH,Women's Long Jump - T64,Bronze Medal
South Africa,RSA,COETZEE Louzanne,Athletics,ATH,Women's Marathon - T12,Bronze Medal
Netherlands,NED,den BOER Nikita,Athletics,ATH,Women's Marathon - T54,Bronze Medal
Mexico,MEX,VALENZUELA ALVAREZ Rebeca,Athletics,ATH,Women's Shot Put - F12,Bronze Medal
Ecuador,ECU,MENDEZ Anais,Athletics,ATH,Women's Shot Put - F20,Bronze Medal
RPC,RPC,GALAKTIONOVA Evgeniia,Athletics,ATH,Women's Shot Put - F32,Bronze Medal
Australia,AUS,STRONG Maria,Athletics,ATH,Women's Shot Put - F33,Bronze Medal
Morocco,MAR,AMOUDI Saida,Athletics,ATH,Women's Shot Put - F34,Bronze Medal
Czech Republic,CZE,LUXOVA Anna,Athletics,ATH,Women's Shot Put - F35,Bronze Medal
People's Republic of China,CHN,WU Qing,Athletics,ATH,Women's Shot Put - F36,Bronze Medal
People's Republic of China,CHN,LI Yingli,Athletics,ATH,Women's Shot Put - F37,Bronze Medal
Nigeria,NGR,ONYE Lauritta,Athletics,ATH,Women's Shot Put - F40,Bronze Medal
Argentina,ARG,RUIZ DIAZ Antonella,Athletics,ATH,Women's Shot Put - F41,Bronze Medal
Uzbekistan,UZB,KURBANOVA Nurkhon,Athletics,ATH,Women's Shot Put - F54,Bronze Medal
Nigeria,NGR,IYIAZI Eucharia,Athletics,ATH,Women's Shot Put - F57,Bronze Medal
Japan,JPN,OSHIMA Kengo,Athletics,ATH,4x100m Universal Relay,Bronze Medal
Japan,JPN,SAWADA Uran,Athletics,ATH,4x100m Universal Relay,Bronze Medal
Japan,JPN,SUZUKI Tomoki,Athletics,ATH,4x100m Universal Relay,Bronze Medal
Japan,JPN,TAKAMATSU Yuka,Athletics,ATH,4x100m Universal Relay,Bronze Medal
Japan,JPN,KAJIWARA Daiki,Badminton,BDM,Men's Doubles WH,Bronze Medal
Japan,JPN,MURAYAMA Hiroshi,Badminton,BDM,Men's Doubles WH,Bronze Medal
Republic of Korea,KOR,LEE Dong Seop,Badminton,BDM,Men's Singles WH1,Bronze Medal
"Hong Kong, China",HKG,CHAN Ho Yuen,Badminton,BDM,Men's Singles WH2,Bronze Medal
India,IND,SARKAR Manoj,Badminton,BDM,Men's Singles SL3,Bronze Medal
Indonesia,INA,FREDY Setiawan,Badminton,BDM,Men's Singles SL4,Bronze Medal
Indonesia,INA,SURYO Nugroho,Badminton,BDM,Men's Singles SU5,Bronze Medal
Great Britain,GBR,COOMBS Krysten,Badminton,BDM,Men's Singles SH6,Bronze Medal
Thailand,THA,POOKKHAM Sujirat,Badminton,BDM,Women's Doubles WH,Bronze Medal
Thailand,THA,WETWITHAN Amnouy,Badminton,BDM,Women's Doubles WH,Bronze Medal
Japan,JPN,ITO Noriko,Badminton,BDM,Women's Doubles SL3-SU5,Bronze Medal
Japan,JPN,SUZUKI Ayako,Badminton,BDM,Women's Doubles SL3-SU5,Bronze Medal
People's Republic of China,CHN,YIN Menglu,Badminton,BDM,Women's Singles WH1,Bronze Medal
Japan,JPN,YAMAZAKI Yuma,Badminton,BDM,Women's Singles WH2,Bronze Medal
People's Republic of China,CHN,MA Huihui,Badminton,BDM,Women's Singles SL4,Bronze Medal
Japan,JPN,SUGINO Akiko,Badminton,BDM,Women's Singles SU5,Bronze Medal
Japan,JPN,FUJIHARA Daisuke,Badminton,BDM,Mixed Doubles SL3-SU5,Bronze Medal
Japan,JPN,SUGINO Akiko,Badminton,BDM,Mixed Doubles SL3-SU5,Bronze Medal
Brazil,BRA,de OLIVEIRA Jose Carlos Chagas,Boccia,BOC,Individual - BC1,Bronze Medal
Brazil,BRA,SANTOS Maciel,Boccia,BOC,Individual - BC2,Bronze Medal
Australia,AUS,MICHEL Daniel,Boccia,BOC,Individual - BC3,Bronze Medal
"Hong Kong, China",HKG,LEUNG Yuk Wing,Boccia,BOC,Individual - BC4,Bronze Medal
Greece,GRE,NTENTA Anna,Boccia,BOC,Pairs - BC3,Bronze Medal
Greece,GRE,POLYCHRONIDIS Grigorios,Boccia,BOC,Pairs - BC3,Bronze Medal
Greece,GRE,PYRGIOTIS Anastasia,Boccia,BOC,Pairs - BC3,Bronze Medal
RPC,RPC,ADONINA Daria,Boccia,BOC,Pairs - BC4,Bronze Medal
RPC,RPC,FROLOV Ivan,Boccia,BOC,Pairs - BC4,Bronze Medal
RPC,RPC,SAFIN Sergey,Boccia,BOC,Pairs - BC4,Bronze Medal
Japan,JPN,FUJII Yuriko,Boccia,BOC,Team - BC1/BC2,Bronze Medal
Japan,JPN,HIROSE Takayuki,Boccia,BOC,Team - BC1/BC2,Bronze Medal
Japan,JPN,NAKAMURA Takumi,Boccia,BOC,Team - BC1/BC2,Bronze Medal
Japan,JPN,SUGIMURA Hidetaka,Boccia,BOC,Team - BC1/BC2,Bronze Medal
France,FRA,BOULLE Remy,Canoe Sprint,CSP,Men's Kayak Single 200m - KL1,Bronze Medal
Italy,ITA,MANCARELLA Federico,Canoe Sprint,CSP,Men's Kayak Single 200m - KL2,Bronze Medal
Great Britain,GBR,OLIVER Robert,Canoe Sprint,CSP,Men's Kayak Single 200m - KL3,Bronze Medal
Portugal,POR,MOURAO Norberto,Canoe Sprint,CSP,Men's Va'a Single 200m - VL2,Bronze Medal
Great Britain,GBR,WOOD Stuart,Canoe Sprint,CSP,Men's Va'a Single 200m - VL3,Bronze Medal
Chile,CHI,WOLLERMANN Katherinne,Canoe Sprint,CSP,Women's Kayak Single 200m - KL1,Bronze Medal
Hungary,HUN,VARGA Katalin,Canoe Sprint,CSP,Women's Kayak Single 200m - KL2,Bronze Medal
Germany,GER,LABERER Felicia,Canoe Sprint,CSP,Women's Kayak Single 200m - KL3,Bronze Medal
Great Britain,GBR,CHIPPINGTON Jeanette,Canoe Sprint,CSP,Women's Va'a Single 200m - VL2,Bronze Medal
Spain,ESP,GARROTE MUNOZ Sergio,Cycling Road,CRD,Men's H1-2 Road Race,Bronze Medal
Colombia,COL,BETANCOURT QUIROGA Juan Jose,Cycling Road,CRD,Men's T1-2 Road Race,Bronze Medal
Austria,AUT,ABLINGER Walter,Cycling Road,CRD,Men's H3 Road Race,Bronze Medal
France,FRA,LEAUTE Alexandre,Cycling Road,CRD,Men's C1-3 Road Race,Bronze Medal
France,FRA,LLOVERAS Alexandre,Cycling Road,CRD,Men's B Road Race,Bronze Medal
Austria,AUT,GRITSCH Alexander,Cycling Road,CRD,Men's H4 Road Race,Bronze Medal
Netherlands,NED,de VRIES Tim,Cycling Road,CRD,Men's H5 Road Race,Bronze Medal
Netherlands,NED,ABRAHAM GEBRU Daniel,Cycling Road,CRD,Men's C4-5 Road Race,Bronze Medal
Germany,GER,TEUBER Michael,Cycling Road,CRD,Men's C1 Time Trial,Bronze Medal
Belgium,BEL,HORDIES Maxime,Cycling Road,CRD,Men's H1 Time Trial,Bronze Medal
France,FRA,LEAUTE Alexandre,Cycling Road,CRD,Men's C2 Time Trial,Bronze Medal
France,FRA,JOUANNY Florian,Cycling Road,CRD,Men's H2 Time Trial,Bronze Medal
Belgium,BEL,CELEN Tim,Cycling Road,CRD,Men's T1-2 Time Trial,Bronze Medal
Germany,GER,SCHINDLER Matthias,Cycling Road,CRD,Men's C3 Time Trial,Bronze Medal
Spain,ESP,GARCIA MARQUINA Luis Miguel,Cycling Road,CRD,Men's H3 Time Trial,Bronze Medal
Spain,ESP,VENGE BALBOA Christian,Cycling Road,CRD,Men's B Time Trial,Bronze Medal
Great Britain,GBR,PEASGOOD George,Cycling Road,CRD,Men's C4 Time Trial,Bronze Medal
Austria,AUT,GRITSCH Alexander,Cycling Road,CRD,Men's H4 Time Trial,Bronze Medal
Australia,AUS,DONOHOE Alistair,Cycling Road,CRD,Men's C5 Time Trial,Bronze Medal
Ireland,IRL,O'REILLY Gary,Cycling Road,CRD,Men's H5 Time Trial,Bronze Medal
United States of America,USA,DANA Alicia,Cycling Road,CRD,Mixed H1-5 Team Relay,Bronze Medal
United States of America,USA,de los SANTOS Alfredo,Cycling Road,CRD,Mixed H1-5 Team Relay,Bronze Medal
United States of America,USA,PINNEY Ryan,Cycling Road,CRD,Mixed H1-5 Team Relay,Bronze Medal
United States of America,USA,WALSH Jill,Cycling Road,CRD,Women's T1-2 Road Race,Bronze Medal
Australia,AUS,GRECO Paige,Cycling Road,CRD,Women's C1-3 Road Race,Bronze Medal
Sweden,SWE,JANNERING Louise,Cycling Road,CRD,Women's B Road Race,Bronze Medal
United States of America,USA,DANA Alicia,Cycling Road,CRD,Women's H1-4 Road Race,Bronze Medal
Italy,ITA,AERE Katia,Cycling Road,CRD,Women's H5 Road Race,Bronze Medal
France,FRA,PATOUILLET Marie,Cycling Road,CRD,Women's C4-5 Road Race,Bronze Medal
Germany,GER,DREOCK KAESER Angelika,Cycling Road,CRD,Women's T1-2 Time Trial,Bronze Medal
Australia,AUS,GRECO Paige,Cycling Road,CRD,Women's C1-3 Time Trial,Bronze Medal
Sweden,SWE,JANNERING Louise,Cycling Road,CRD,Women's B Time Trial,Bronze Medal
Poland,POL,KALUZA Renata,Cycling Road,CRD,Women's H1-3 Time Trial,Bronze Medal
Australia,AUS,LEMON Meg,Cycling Road,CRD,Women's C4 Time Trial,Bronze Medal
Netherlands,NED,JANSEN Jennette,Cycling Road,CRD,Women's H4-5 Time Trial,Bronze Medal
Germany,GER,BRACHTENDORF Kerstin,Cycling Road,CRD,Women's C5 Time Trial,Bronze Medal
Great Britain,GBR,van GASS Jaco,Cycling Track,CTR,Men's C1-3 1000m Time Trial,Bronze Medal
France,FRA,BEAUGILLET Raphael,Cycling Track,CTR,Men's B 1000m Time Trial,Bronze Medal
Slovakia,SVK,METELKA Jozef,Cycling Track,CTR,Men's C4-5 1000m Time Trial,Bronze Medal
People's Republic of China,CHN,LI Zhangyu,Cycling Track,CTR,Men's C1 3000m Individual Pursuit,Bronze Medal
People's Republic of China,CHN,LIANG Guihua,Cycling Track,CTR,Men's C2 3000m Individual Pursuit,Bronze Medal
Australia,AUS,NICHOLAS David,Cycling Track,CTR,Men's C3 3000m Individual Pursuit,Bronze Medal
Poland,POL,POLAK Marcin,Cycling Track,CTR,Men's B 4000m Individual Pursuit,Bronze Medal
Colombia,COL,DUENAS Diego German,Cycling Track,CTR,Men's C4 4000m Individual Pursuit,Bronze Medal
Ukraine,UKR,DEMENTYEV Yehor,Cycling Track,CTR,Men's C5 4000m Individual Pursuit,Bronze Medal
Spain,ESP,CABELLO LLAMAS Alfonso,Cycling Track,CTR,Mixed C1-5 750m Team Sprint,Bronze Medal
Spain,ESP,JARAMILLO GALLARDO Pablo,Cycling Track,CTR,Mixed C1-5 750m Team Sprint,Bronze Medal
Spain,ESP,TEN ARGILES Ricardo,Cycling Track,CTR,Mixed C1-5 750m Team Sprint,Bronze Medal
People's Republic of China,CHN,QIAN Wangwei,Cycling Track,CTR,Women's C1-3 500m Time Trial,Bronze Medal
Netherlands,NED,GROOT Caroline,Cycling Track,CTR,Women's C4-5 500m Time Trial,Bronze Medal
Belgium,BEL,HOET Griet,Cycling Track,CTR,Women's B 1000m Time Trial,Bronze Medal
Germany,GER,SCHINDLER Denise,Cycling Track,CTR,Women's C1-3 3000m Individual Pursuit,Bronze Medal
Great Britain,GBR,UNWIN Sophie,Cycling Track,CTR,Women's B 3000m Individual Pursuit,Bronze Medal
Canada,CAN,SHAW Keely,Cycling Track,CTR,Women's C4 3000m Individual Pursuit,Bronze Medal
France,FRA,PATOUILLET Marie,Cycling Track,CTR,Women's C5 3000m Individual Pursuit,Bronze Medal
Italy,ITA,MORGANTI Sara,Equestrian,EQU,Individual Test - Grade I,Bronze Medal
Great Britain,GBR,WILSON Georgia,Equestrian,EQU,Individual Test - Grade II,Bronze Medal
